Date,Time,kW,kVAr,kVA,scalar_kVA,status
 2021-05-15, 17:30:00,1472.42,142.92,1479.339982,1486.59351, Ok
 2021-05-15, 18:00:00,1108.36,115.06,1114.316245,1122.606411, Ok
 2021-05-15, 18:30:00,1056.58,103.94,1061.680187,1068.509271, Ok
 2021-05-15, 19:00:00,1009.72,121.92,1017.054062,1023.792177, Ok
 2021-05-15, 19:30:00,952.24,115.2,959.1830157,965.7889603, Ok
 2021-05-15, 20:00:00,974.06,100.38,979.2185803,986.9835714, Ok
 2021-05-15, 20:30:00,937.24,101.94,942.7675117,948.8728174, Ok
 2021-05-15, 21:00:00,913.06,92.32,917.7153949,924.4342095, Ok
 2021-05-15, 21:30:00,885.88,92.1,890.6546943,897.2878924, Ok
 2021-05-15, 22:00:00,849.94,87.66,854.4485234,862.034723, Ok
 2021-05-15, 22:30:00,835.8,83.18,839.9288972,846.3439234, Ok
 2021-05-15, 23:00:00,789.16,101.64,795.6784496,800.7608515, Ok
 2021-05-15, 23:30:00,770.66,85.62,775.4015863,781.7242343, Ok
 2021-05-16, 00:00:00,794.06,72.18,797.3338297,802.8773616, Ok
 2021-05-16, 00:30:00,821.6,76.44,825.1482495,829.6642591, Ok
 2021-05-16, 01:00:00,807.04,90.56,812.1050888,818.8049042, Ok
 2021-05-16, 01:30:00,839.76,106.5,846.4863304,855.3804677, Ok
 2021-05-16, 02:00:00,843,96.5,848.5053035,857.4991226, Ok
 2021-05-16, 02:30:00,864.8,110.12,871.782917,878.0044899, Ok
 2021-05-16, 03:00:00,887.58,95.7,892.7243395,899.4423138, Ok
 2021-05-16, 03:30:00,864.7,95.4,869.9466938,877.1053283, Ok
 2021-05-16, 04:00:00,872.68,96.1,877.9553476,886.5444224, Ok
 2021-05-16, 04:30:00,877.32,91.72,882.1014345,888.6886162, Ok
 2021-05-16, 05:00:00,865.06,94.04,870.1564947,878.3669939, Ok
 2021-05-16, 05:30:00,861.78,87.16,866.1764451,874.6320953, Ok
 2021-05-16, 06:00:00,900.36,89.2,904.7677987,913.3320433, Ok
 2021-05-16, 06:30:00,1016.96,95.78,1021.46045,1030.062492, Ok
 2021-05-16, 07:00:00,993.18,97.02,997.9075071,1006.190296, Ok
 2021-05-16, 07:30:00,999.18,92.02,1003.408368,1012.26864, Ok
 2021-05-16, 08:00:00,1132.92,95.78,1136.961536,1146.778802, Ok
 2021-05-16, 08:30:00,1429.08,153.92,1437.345127,1452.713369, Ok
 2021-05-16, 09:00:00,1836.24,190.12,1846.056053,1862.982217, Ok
 2021-05-16, 09:30:00,1904.08,188.5,1913.387806,1928.922829, Ok
 2021-05-16, 10:00:00,1829.04,206.86,1840.700514,1853.941828, Ok
 2021-05-16, 10:30:00,1847.98,205.22,1859.340025,1871.127084, Ok
 2021-05-16, 11:00:00,2020.68,198.48,2030.404387,2044.355812, Ok
 2021-05-16, 11:30:00,1991.28,181.34,1999.520001,2015.024513, Ok
 2021-05-16, 12:00:00,1984.98,227.58,1997.983548,2012.918444, Ok
 2021-05-16, 12:30:00,2059.22,214.92,2070.405181,2087.100305, Ok
 2021-05-16, 13:00:00,2134.04,221.02,2145.454861,2159.742396, Ok
 2021-05-16, 13:30:00,2093.82,222.4,2105.598241,2118.519832, Ok
 2021-05-16, 14:00:00,2188.74,236.9,2201.523199,2219.086575, Ok
 2021-05-16, 14:30:00,2033.1,207.58,2043.66951,2058.134612, Ok
 2021-05-16, 15:00:00,1994.94,234.04,2008.621499,2025.080532, Ok
 2021-05-16, 15:30:00,1362.32,125.52,1368.090294,1378.283379, Ok
 2021-05-16, 16:00:00,1008.02,148.12,1018.844372,1026.063156, Ok
 2021-05-16, 16:30:00,997.28,120.96,1004.588831,1011.839023, Ok
 2021-05-16, 17:00:00,963.86,114.92,970.6867188,979.0990029, Ok
 2021-05-16, 17:30:00,974.14,97.44,979.0011712,987.2886316, Ok
 2021-05-16, 18:00:00,922.62,96.72,927.6758177,936.1265699, Ok
 2021-05-16, 18:30:00,928.34,95.46,933.2351082,941.0203329, Ok
 2021-05-16, 19:00:00,907.9,99.24,913.3077179,921.6492901, Ok
 2021-05-16, 19:30:00,839.68,102.08,845.8621807,853.2982041, Ok
 2021-05-16, 20:00:00,835.42,90.3,840.2860622,846.9848165, Ok
 2021-05-16, 20:30:00,821.32,99.68,827.34675,835.0292575, Ok
 2021-05-16, 21:00:00,812.5,85.5,816.98623,824.5099404, Ok
 2021-05-16, 21:30:00,802.16,84.44,806.5920773,813.702727, Ok
 2021-05-16, 22:00:00,799.96,84.88,804.4505056,811.25227, Ok
 2021-05-16, 22:30:00,801.94,80.94,806.0142971,812.9987858, Ok
 2021-05-16, 23:00:00,773.9,73.54,777.3862242,783.2275192, Ok
 2021-05-16, 23:30:00,762.36,75.52,766.0914045,772.1614147, Ok
 2021-05-17, 00:00:00,770.64,69.34,773.7532198,779.8315642, Ok
 2021-05-17, 00:30:00,765.34,68.86,768.4315293,773.5930399, Ok
 2021-05-17, 01:00:00,769.2,91.14,774.5806218,781.4636966, Ok
 2021-05-17, 01:30:00,801.64,87.54,806.4055687,814.9447288, Ok
 2021-05-17, 02:00:00,796.06,86.26,800.7198706,810.0689676, Ok
 2021-05-17, 02:30:00,816.46,79.92,820.3621993,827.1389144, Ok
 2021-05-17, 03:00:00,832.64,69.8,835.5605362,841.3252964, Ok
 2021-05-17, 03:30:00,827.48,77.28,831.0808317,838.0015395, Ok
 2021-05-17, 04:00:00,834.62,81.4,838.5800525,846.2317971, Ok
 2021-05-17, 04:30:00,831.74,76.36,835.2378567,842.5020426, Ok
 2021-05-17, 05:00:00,828.78,86.88,833.3213203,842.1694817, Ok
 2021-05-17, 05:30:00,825.12,82.42,829.226188,837.1525684, Ok
 2021-05-17, 06:00:00,473.08,64.44,477.448636,482.2551006, Ok
 2021-05-17, 06:30:00,421.04,61.14,425.4559686,429.5867952, Ok
 2021-05-17, 07:00:00,423.2,64.6,428.1020906,432.3720838, Ok
 2021-05-17, 07:30:00,420.52,61.92,425.0542986,429.1876311, Ok
 2021-05-17, 08:00:00,421.7,62.68,426.3328188,430.7002982, Ok
 2021-05-17, 08:30:00,507.46,71.54,512.4779246,516.6634022, Ok
 2021-05-17, 09:00:00,1633.66,212.16,1647.378785,1664.41461, Ok
 2021-05-17, 09:30:00,1853.22,267.84,1872.475002,1898.642696, Ok
 2021-05-17, 10:00:00,1777.18,288.56,1800.454283,1820.215164, Ok
 2021-05-17, 10:30:00,1822.78,288.94,1845.538743,1866.60001, Ok
 2021-05-17, 11:00:00,1794.6,326.32,1824.026837,1843.487133, Ok
 2021-05-17, 11:30:00,1656.22,334.92,1689.744387,1710.153186, Ok
 2021-05-17, 12:00:00,1687.38,325.2,1718.43135,1741.080325, Ok
 2021-05-17, 12:30:00,1720.56,348.58,1755.515517,1770.288403, Ok
 2021-05-17, 13:00:00,1878.18,378.56,1915.950883,1935.883688, Ok
 2021-05-17, 13:30:00,2119.4,376.2,2152.529396,2177.582604, Ok
 2021-05-17, 14:00:00,1398.42,194.3,1411.853741,1424.591676, Ok
 2021-05-17, 14:30:00,192.46,52.22,199.4186049,201.8835785, Ok
 2021-05-17, 15:00:00,194.5,53.76,201.7929325,204.3399798, Ok
 2021-05-17, 15:30:00,192.96,52.32,199.9273468,202.4508005, Ok
 2021-05-17, 16:00:00,193.36,53.26,200.5610062,203.1263434, Ok
 2021-05-17, 16:30:00,1422.6,240.64,1442.809194,1456.214243, Ok
 2021-05-17, 17:00:00,2182.04,394.8,2217.468286,2243.760749, Ok
 2021-05-17, 17:30:00,2169.58,365.5,2200.151728,2226.491549, Ok
 2021-05-17, 18:00:00,2141.78,394.34,2177.779971,2204.24594, Ok
 2021-05-17, 18:30:00,1356.66,178.02,1368.289982,1383.951338, Ok
 2021-05-17, 19:00:00,933.66,161.88,947.5896422,965.9118521, Ok
 2021-05-17, 19:30:00,901.4,159.06,915.3261952,933.0979638, Ok
 2021-05-17, 20:00:00,884.66,159.16,898.8632939,917.8310217, Ok
 2021-05-17, 20:30:00,884.26,136.34,894.709083,906.0436388, Ok
 2021-05-17, 21:00:00,861,155.3,874.8937593,892.3472605, Ok
 2021-05-17, 21:30:00,834.98,168.08,851.7291159,870.3922214, Ok
 2021-05-17, 22:00:00,812.18,147.96,825.5474026,843.4689003, Ok
 2021-05-17, 22:30:00,774.32,131.48,785.4033695,800.9610003, Ok
 2021-05-17, 23:00:00,739.42,133.4,751.3571031,768.1293723, Ok
 2021-05-17, 23:30:00,741.08,136.36,753.5208132,770.7354019, Ok
 2021-05-18, 00:00:00,734.14,139.08,747.1979564,764.9078301, Ok
 2021-05-18, 00:30:00,751.56,116,760.459357,770.9905735, Ok
 2021-05-18, 01:00:00,759.34,139.56,772.0584364,788.8483656, Ok
 2021-05-18, 01:30:00,776,149.62,790.2924423,809.421348, Ok
 2021-05-18, 02:00:00,757.12,145.88,771.045828,790.0364108, Ok
 2021-05-18, 02:30:00,767.46,134.56,779.1670201,795.6901943, Ok
 2021-05-18, 03:00:00,754.66,134.64,766.5765749,782.7347189, Ok
 2021-05-18, 03:30:00,775.08,145.6,788.6370308,806.896068, Ok
 2021-05-18, 04:00:00,748.9,141.6,762.1691217,779.8458083, Ok
 2021-05-18, 04:30:00,775.18,113.52,783.4480345,792.8887873, Ok
 2021-05-18, 05:00:00,760.14,136.66,772.3268577,787.9577711, Ok
 2021-05-18, 05:30:00,764.02,145.6,777.7698377,797.1555976, Ok
 2021-05-18, 06:00:00,826.88,139.4,838.5480871,850.7459302, Ok
 2021-05-18, 06:30:00,868.42,152.28,881.6702869,894.1040469, Ok
 2021-05-18, 07:00:00,867.26,147.58,879.7270963,892.0444644, Ok
 2021-05-18, 07:30:00,958.84,165.28,972.9807932,985.6021005, Ok
 2021-05-18, 08:00:00,1134,175.46,1147.493883,1164.792749, Ok
 2021-05-18, 08:30:00,1632.76,233.24,1649.335052,1662.716392, Ok
 2021-05-18, 09:00:00,1880.4,312.68,1906.219542,1927.142282, Ok
 2021-05-18, 09:30:00,1949.78,339.92,1979.188635,2001.500738, Ok
 2021-05-18, 10:00:00,1824.84,354.52,1858.958164,1884.120642, Ok
 2021-05-18, 10:30:00,1802.6,340.52,1834.481025,1855.656044, Ok
 2021-05-18, 11:00:00,1867.64,390.88,1908.105433,1927.973036, Ok
 2021-05-18, 11:30:00,1966.76,437.36,2014.802389,2038.078087, Ok
 2021-05-18, 12:00:00,2162.9,539.96,2229.280873,2255.676389, Ok
 2021-05-18, 12:30:00,2075.26,470.5,2127.927235,2151.585791, Ok
 2021-05-18, 13:00:00,2233.36,550.86,2300.292075,2327.95591, Ok
 2021-05-18, 13:30:00,2190.22,540.42,2255.907229,2284.682241, Ok
 2021-05-18, 14:00:00,2198.2,527.02,2260.494043,2289.322552, Ok
 2021-05-18, 14:30:00,2264.16,532.72,2325.98605,2359.838155, Ok
 2021-05-18, 15:00:00,2149.36,459.08,2197.840498,2231.136818, Ok
 2021-05-18, 15:30:00,2238.1,538.32,2301.929632,2332.80199, Ok
 2021-05-18, 16:00:00,2145.74,422.42,2186.924508,2217.006648, Ok
 2021-05-18, 16:30:00,2251.36,427.06,2291.506512,2313.968055, Ok
 2021-05-18, 17:00:00,2174.9,429.6,2216.92268,2240.299151, Ok
 2021-05-18, 17:30:00,2242.14,401.94,2277.88225,2305.236099, Ok
 2021-05-18, 18:00:00,2136.06,355.56,2165.450354,2190.325039, Ok
 2021-05-18, 18:30:00,1381.16,183.94,1393.354538,1409.228255, Ok
 2021-05-18, 19:00:00,1048.76,175.3,1063.309751,1082.586227, Ok
 2021-05-18, 19:30:00,989.8,183.2,1006.611285,1023.175114, Ok
 2021-05-18, 20:00:00,913.88,171.36,929.8069176,948.0205813, Ok
 2021-05-18, 20:30:00,933.2,147.46,944.7786469,955.2163466, Ok
 2021-05-18, 21:00:00,904.4,161.46,918.6994566,935.2850792, Ok
 2021-05-18, 21:30:00,833.54,163.7,849.4625487,869.4437183, Ok
 2021-05-18, 22:00:00,816.28,161.6,832.1223458,851.1948722, Ok
 2021-05-18, 22:30:00,793.7,127.8,803.9232115,817.2426283, Ok
 2021-05-18, 23:00:00,769.18,135.04,780.9440915,796.5795668, Ok
 2021-05-18, 23:30:00,763.92,146.32,777.8067297,795.6692686, Ok
 2021-05-19, 00:00:00,754.46,139.38,767.2266132,783.9571744, Ok
 2021-05-19, 00:30:00,771.84,130.58,782.8078449,793.4737874, Ok
 2021-05-19, 01:00:00,793.76,147.44,807.3372847,822.8812497, Ok
 2021-05-19, 01:30:00,790.48,159.02,806.3163094,824.5796757, Ok
 2021-05-19, 02:00:00,793.94,156.34,809.1865787,828.5857444, Ok
 2021-05-19, 02:30:00,779.78,148.18,793.7343137,812.180869, Ok
 2021-05-19, 03:00:00,772.46,144,785.7674284,803.0653146, Ok
 2021-05-19, 03:30:00,785.82,140.92,798.355509,813.0687939, Ok
 2021-05-19, 04:00:00,768.28,140.86,781.0862296,797.2824555, Ok
 2021-05-19, 04:30:00,786.36,152.46,801.0031843,812.9720996, Ok
 2021-05-19, 05:00:00,782.82,164.64,799.9459244,817.1887344, Ok
 2021-05-19, 05:30:00,767.42,177.7,787.7250449,808.8234212, Ok
 2021-05-19, 06:00:00,837.2,173.04,854.8957139,868.0077939, Ok
 2021-05-19, 06:30:00,906.66,185.7,925.4819531,940.3925539, Ok
 2021-05-19, 07:00:00,887.22,181.72,905.6387176,920.8752412, Ok
 2021-05-19, 07:30:00,972.02,173.34,987.3548683,999.124445, Ok
 2021-05-19, 08:00:00,1469.88,306.94,1501.585621,1522.653303, Ok
 2021-05-19, 08:30:00,1894.78,323.36,1922.174013,1942.197281, Ok
 2021-05-19, 09:00:00,2084.18,371.78,2117.079744,2140.090638, Ok
 2021-05-19, 09:30:00,2053.16,386.54,2089.229321,2117.006949, Ok
 2021-05-19, 10:00:00,1965.04,421.04,2009.640984,2041.539704, Ok
 2021-05-19, 10:30:00,2003.36,436.34,2050.327751,2080.110169, Ok
 2021-05-19, 11:00:00,1943.18,439.02,1992.156388,2023.889118, Ok
 2021-05-19, 11:30:00,2028.46,494.34,2087.827102,2121.761614, Ok
 2021-05-19, 12:00:00,1963.02,492.22,2023.790515,2062.811439, Ok
 2021-05-19, 12:30:00,2018.26,495.8,2078.266361,2116.999379, Ok
 2021-05-19, 13:00:00,1954.2,449.96,2005.333299,2044.795641, Ok
 2021-05-19, 13:30:00,2058.52,502.14,2118.879225,2165.231552, Ok
 2021-05-19, 14:00:00,2035.46,485.58,2092.578636,2134.766856, Ok
 2021-05-19, 14:30:00,2023.98,452.48,2073.941463,2113.105868, Ok
 2021-05-19, 15:00:00,2103.32,508.74,2163.971213,2205.929721, Ok
 2021-05-19, 15:30:00,2165.2,500.04,2222.190595,2261.287966, Ok
 2021-05-19, 16:00:00,2252.74,455.88,2298.404682,2332.625432, Ok
 2021-05-19, 16:30:00,2240.06,428.28,2280.634246,2310.464547, Ok
 2021-05-19, 17:00:00,2320.12,454.68,2364.252676,2396.935106, Ok
 2021-05-19, 17:30:00,2385.76,473.7,2432.332721,2465.595935, Ok
 2021-05-19, 18:00:00,2338.9,465.52,2384.777155,2418.818531, Ok
 2021-05-19, 18:30:00,1439.56,224.78,1457.003446,1474.942302, Ok
 2021-05-19, 19:00:00,998.2,214.26,1020.936133,1040.783388, Ok
 2021-05-19, 19:30:00,917.32,208.74,940.7700941,959.1436489, Ok
 2021-05-19, 20:00:00,918.08,205.32,940.7588367,958.778019, Ok
 2021-05-19, 20:30:00,900.5,189.34,920.1901356,933.7632376, Ok
 2021-05-19, 21:00:00,880.1,187.24,899.7971036,915.9660339, Ok
 2021-05-19, 21:30:00,844.54,194.04,866.5444785,886.6590189, Ok
 2021-05-19, 22:00:00,814.64,190.66,836.6537905,856.776153, Ok
 2021-05-19, 22:30:00,791.12,176.04,810.4695775,827.308308, Ok
 2021-05-19, 23:00:00,778.4,159.8,794.6336263,811.8756849, Ok
 2021-05-19, 23:30:00,763.3,162.46,780.3974254,797.6918461, Ok
 2021-05-20, 00:00:00,752.44,171.4,771.7149173,789.9766747, Ok
 2021-05-20, 00:30:00,759.32,154.76,774.930655,789.2591902, Ok
 2021-05-20, 01:00:00,787.26,168.58,805.1071506,822.3475224, Ok
 2021-05-20, 01:30:00,779.22,176.78,799.0212618,819.0029802, Ok
 2021-05-20, 02:00:00,774.56,172.24,793.4795594,813.6094997, Ok
 2021-05-20, 02:30:00,770.38,168.76,788.6477553,808.3810781, Ok
 2021-05-20, 03:00:00,764.8,168.9,783.2280958,802.8151537, Ok
 2021-05-20, 03:30:00,759.54,167.52,777.7942929,796.5620357, Ok
 2021-05-20, 04:00:00,748.64,159.38,765.4174247,783.4373498, Ok
 2021-05-20, 04:30:00,784.18,133.64,795.4859659,805.5322091, Ok
 2021-05-20, 05:00:00,770.4,148.06,784.4985173,799.2533842, Ok
 2021-05-20, 05:30:00,755.72,173.22,775.3179263,796.5043637, Ok
 2021-05-20, 06:00:00,842.56,171.58,859.8529235,874.3072528, Ok
 2021-05-20, 06:30:00,890.9,188.54,910.6317267,924.4726643, Ok
 2021-05-20, 07:00:00,884.08,196.12,905.5719192,921.0142688, Ok
 2021-05-20, 07:30:00,977.78,197.04,997.4359578,1013.498913, Ok
 2021-05-20, 08:00:00,1306,208.18,1322.488152,1338.418165, Ok
 2021-05-20, 08:30:00,1870.62,310.2,1896.1654,1914.749082, Ok
 2021-05-20, 09:00:00,2113.1,365.82,2144.531623,2166.536461, Ok
 2021-05-20, 09:30:00,2122.38,386,2157.195602,2182.074148, Ok
 2021-05-20, 10:00:00,2174.06,428.58,2215.901103,2244.89217, Ok
 2021-05-20, 10:30:00,2269.96,498.1,2323.96687,2355.881009, Ok
 2021-05-20, 11:00:00,2269.58,472.62,2318.26725,2349.628541, Ok
 2021-05-20, 11:30:00,2031.86,476,2086.871117,2120.275626, Ok
 2021-05-20, 12:00:00,2039.72,490.76,2097.928277,2135.392165, Ok
 2021-05-20, 12:30:00,2456.78,507.36,2508.621561,2540.497574, Ok
 2021-05-20, 13:00:00,2293.86,483.28,2344.216982,2373.390633, Ok
 2021-05-20, 13:30:00,2315.84,445.22,2358.24845,2389.704961, Ok
 2021-05-20, 14:00:00,2375.78,463.56,2420.582261,2452.798158, Ok
 2021-05-20, 14:30:00,2295.12,425.62,2334.2511,2363.962036, Ok
 2021-05-20, 15:00:00,2312.86,438.98,2354.150552,2384.995597, Ok
 2021-05-20, 15:30:00,2277.44,426.48,2317.027869,2346.686361, Ok
 2021-05-20, 16:00:00,2192.82,407.96,2230.446349,2260.687821, Calc
 2021-05-20, 16:30:00,2066.54,345.92,2095.291917,2118.142477, Calc
 2021-05-20, 17:00:00,2006.66,348.1,2036.629069,2061.855894, Calc
 2021-05-20, 17:30:00,2051.26,375.28,2085.306372,2114.603185, Calc
 2021-05-20, 18:00:00,2038.4,362.14,2070.318801,2097.20963, Calc
 2021-05-20, 18:30:00,1349.68,193.44,1363.471722,1380.603612, Calc
 2021-05-20, 19:00:00,864.18,174.96,881.7131472,900.5808752, Calc
 2021-05-20, 19:30:00,818.9,172.48,836.8671104,852.8246533, Calc
 2021-05-20, 20:00:00,829.12,170.28,846.4249836,863.5612685, Calc
 2021-05-20, 20:30:00,801.72,156.24,816.802238,830.6116214, Calc
 2021-05-20, 21:00:00,779.96,161.44,796.4926084,812.0645104, Calc
 2021-05-20, 21:30:00,756.44,192.8,780.6236696,803.6471196, Calc
 2021-05-20, 22:00:00,732.94,177.92,754.2258084,776.111111, Calc
 2021-05-20, 22:30:00,719.48,162.84,737.677664,756.0383993, Calc
 2021-05-20, 23:00:00,707.4,159.88,725.2422867,744.7002489, Calc
 2021-05-20, 23:30:00,684.2,163.72,703.5153718,724.3609904, Calc
 2021-05-21, 00:00:00,679.7,164.62,699.3510094,720.5812993, Ok
 2021-05-21, 00:30:00,827.12,183.64,847.2609657,862.6958308, Ok
 2021-05-21, 01:00:00,821.42,201.92,845.8738102,865.0841524, Ok
 2021-05-21, 01:30:00,829.46,213.32,856.451583,877.7967798, Ok
 2021-05-21, 02:00:00,819.12,207.72,845.0474382,867.0850455, Ok
 2021-05-21, 02:30:00,810.96,203.46,836.093352,857.4074522, Ok
 2021-05-21, 03:00:00,806.66,200.64,831.2380918,852.5391207, Ok
 2021-05-21, 03:30:00,823.38,197.5,846.7354217,866.8537214, Ok
 2021-05-21, 04:00:00,816.76,199.58,840.7907433,861.5040314, Ok
 2021-05-21, 04:30:00,830.06,190.38,851.6126749,867.4133089, Ok
 2021-05-21, 05:00:00,820.48,194.08,843.1218636,862.1664109, Ok
 2021-05-21, 05:30:00,830.84,206.98,856.2335114,877.6161926, Ok
 2021-05-21, 06:00:00,855.42,194.56,877.266761,893.6654304, Ok
 2021-05-21, 06:30:00,926.62,186.62,945.2257132,957.0905311, Ok
 2021-05-21, 07:00:00,907.8,197.1,928.9506176,944.0586907, Ok
 2021-05-21, 07:30:00,1048.66,209.88,1069.456596,1082.693882, Ok
 2021-05-21, 08:00:00,1313.9,220.54,1332.280414,1345.839124, Ok
 2021-05-21, 08:30:00,1831.48,293.72,1854.882861,1870.82656, Ok
 2021-05-21, 09:00:00,2098.74,352.38,2128.116832,2149.871015, Ok
 2021-05-21, 09:30:00,2157.88,405.52,2195.653107,2222.090806, Ok
 2021-05-21, 10:00:00,2036.98,397.06,2075.317846,2105.084893, Ok
 2021-05-21, 10:30:00,2078.28,399.82,2116.389329,2145.539566, Ok
 2021-05-21, 11:00:00,1968.56,359.16,2001.055816,2025.154113, Ok
 2021-05-21, 11:30:00,1979.78,401.66,2020.11376,2046.826373, Ok
 2021-05-21, 12:00:00,1977.86,399.02,2017.708388,2046.621834, Ok
 2021-05-21, 12:30:00,2024.88,396.78,2063.38881,2087.936338, Ok
 2021-05-21, 13:00:00,2002.84,371.3,2036.966312,2062.333805, Ok
 2021-05-21, 13:30:00,1982.48,404.02,2023.229871,2050.167429, Ok
 2021-05-21, 14:00:00,1934.96,383.74,1972.644567,1998.813095, Ok
 2021-05-21, 14:30:00,2112.26,406.2,2150.962749,2176.534327, Ok
 2021-05-21, 15:00:00,2015.7,401.86,2055.368081,2087.274524, Ok
 2021-05-21, 15:30:00,2118.12,407.96,2157.049767,2185.512103, Ok
 2021-05-21, 16:00:00,2161.9,390.54,2196.891691,2223.386034, Ok
 2021-05-21, 16:30:00,2065.6,361.7,2097.02891,2118.927225, Ok
 2021-05-21, 17:00:00,2161.76,372.82,2193.672959,2216.122895, Ok
 2021-05-21, 17:30:00,2241.66,403.2,2277.632498,2304.699977, Ok
 2021-05-21, 18:00:00,2151.88,362.74,2182.239181,2206.042442, Ok
 2021-05-21, 18:30:00,1494.62,247.66,1514.999809,1532.936718, Ok
 2021-05-21, 19:00:00,995.84,217.62,1019.340851,1037.327473, Ok
 2021-05-21, 19:30:00,946.8,207.72,969.3182338,987.304227, Ok
 2021-05-21, 20:00:00,933.68,203.76,955.6550005,973.7222443, Ok
 2021-05-21, 20:30:00,919.06,176.42,935.8393559,947.7141137, Ok
 2021-05-21, 21:00:00,899.2,179.32,916.9058307,931.1350238, Ok
 2021-05-21, 21:30:00,839.96,187.6,860.6547284,879.5144074, Ok
 2021-05-21, 22:00:00,812.8,184.74,833.530268,852.4853014, Ok
 2021-05-21, 22:30:00,785.42,166.16,802.8036634,819.1772567, Ok
 2021-05-21, 23:00:00,752.18,163.58,769.7617611,786.9100299, Ok
 2021-05-21, 23:30:00,747.58,172.28,767.1742011,786.4292757, Ok
 2021-05-22, 00:00:00,737.52,165.96,755.9619514,774.8841982, Ok
 2021-05-22, 00:30:00,776.2,153.54,791.2401479,804.5706967, Ok
 2021-05-22, 01:00:00,757.96,161.34,774.9412605,791.0277876, Ok
 2021-05-22, 01:30:00,758.42,166.18,776.4127052,793.979583, Ok
 2021-05-22, 02:00:00,774.74,169.56,793.0779667,810.7469975, Ok
 2021-05-22, 02:30:00,755.08,163.52,772.5830679,790.98027, Ok
 2021-05-22, 03:00:00,745.86,162.58,763.3736935,780.7100893, Ok
 2021-05-22, 03:30:00,747.4,162.1,764.7765491,782.2691455, Ok
 2021-05-22, 04:00:00,770.76,157.82,786.7516317,804.1099816, Ok
 2021-05-22, 04:30:00,778.18,145.96,791.7502346,803.9105032, Ok
 2021-05-22, 05:00:00,760.34,148.18,774.6445817,788.817739, Ok
 2021-05-22, 05:30:00,752.56,170.48,771.6281384,790.775872, Ok
 2021-05-22, 06:00:00,794.8,161.56,811.054051,825.3122664, Ok
 2021-05-22, 06:30:00,918.54,164.38,933.1326358,943.4589431, Ok
 2021-05-22, 07:00:00,870.04,160.42,884.7057013,896.5021944, Ok
 2021-05-22, 07:30:00,901.44,170.68,917.4561221,931.3620296, Ok
 2021-05-22, 08:00:00,1219.98,178.24,1232.931749,1246.049795, Ok
 2021-05-22, 08:30:00,1585.44,235.08,1602.773409,1617.869026, Ok
 2021-05-22, 09:00:00,1925.24,339.94,1955.021294,1977.435781, Ok
 2021-05-22, 09:30:00,1871.5,358.54,1905.534881,1929.356771, Ok
 2021-05-22, 10:00:00,1815.7,364.78,1851.980275,1877.938468, Ok
 2021-05-22, 10:30:00,1820.78,365.8,1857.161665,1879.352926, Ok
 2021-05-22, 11:00:00,1740.84,366.28,1778.956139,1802.724223, Ok
 2021-05-22, 11:30:00,1820.4,384.1,1860.480844,1885.323104, Ok
 2021-05-22, 12:00:00,1802.22,406.44,1847.482179,1875.034452, Ok
 2021-05-22, 12:30:00,1829.22,406.48,1873.838787,1902.948242, Ok
 2021-05-22, 13:00:00,1881.5,446.9,1933.84639,1964.809644, Ok
 2021-05-22, 13:30:00,1824.24,409.76,1869.693781,1898.724153, Ok
 2021-05-22, 14:00:00,1910.44,470.9,1967.619832,2001.926257, Ok
 2021-05-22, 14:30:00,1968.18,439.2,2016.588494,2048.538468, Ok
 2021-05-22, 15:00:00,1979.58,430.08,2025.760544,2054.960855, Ok
 2021-05-22, 15:30:00,2028.62,424.42,2072.542265,2102.722035, Ok
 2021-05-22, 16:00:00,2034.54,431.32,2079.757186,2108.019643, Ok
 2021-05-22, 16:30:00,2154.92,387.9,2189.553977,2212.208942, Ok
 2021-05-22, 17:00:00,2206.06,407.68,2243.413405,2269.945705, Ok
 2021-05-22, 17:30:00,1449.76,254.72,1471.966826,1494.429404, Ok
 2021-05-22, 18:00:00,982.12,199.68,1002.213449,1022.922261, Ok
 2021-05-22, 18:30:00,975.52,206.76,997.1905375,1015.203512, Ok
 2021-05-22, 19:00:00,941.02,193.1,960.62805,978.6708719, Ok
 2021-05-22, 19:30:00,919.22,193.24,939.3120387,955.9479153, Ok
 2021-05-22, 20:00:00,905.02,193.6,925.4956296,943.0527118, Ok
 2021-05-22, 20:30:00,912.98,178.26,930.2199245,944.5149328, Ok
 2021-05-22, 21:00:00,871.5,175.5,888.9952193,904.5433698, Ok
 2021-05-22, 21:30:00,836.66,182.08,856.243588,874.4794089, Ok
 2021-05-22, 22:00:00,806.14,184.4,826.9613411,846.1730936, Ok
 2021-05-22, 22:30:00,789.52,169.04,807.4133712,825.9894532, Ok
 2021-05-22, 23:00:00,747.96,164.52,765.8400564,784.4802141, Ok
 2021-05-22, 23:30:00,736.34,151.86,751.8364551,769.6130515, Ok
 2021-05-23, 00:00:00,733.08,152.1,748.6926582,766.1763354, Ok
 2021-05-23, 00:30:00,776.26,146.34,789.9335309,803.1840418, Ok
 2021-05-23, 01:00:00,752.98,155.88,768.9456774,784.1023768, Ok
 2021-05-23, 01:30:00,748.3,172.02,767.8175372,787.2729764, Ok
 2021-05-23, 02:00:00,757.8,169.18,776.4552224,796.6948268, Ok
 2021-05-23, 02:30:00,771.84,164.78,789.2334471,807.4826809, Ok
